bulleted_details,description,price,rating,review_count,review_text,sale,url,watch_model
"Gold-tone ion-plated brick-link bracelet with push-button deployment clasp,Round case, 40mm,Parchment-colored dial with blue printed minute index, luminescent and gold-tone applied indices, three hands and a date window,Swiss quartz movement,Water resistant to 30 meters,Two-year limited warranty,Macy's accepts returns of unused fine watches for exchange or refund within 60 days of purchase.,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 3026941",This handsome gold-tone watch from the Heritage collection by Movado is as elegant as it is classic.,$895.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-heritage-gold-tone-stainless-steel-bracelet-watch-40mm-3650013?ID=3026941&CategoryID=65993&isDlp=true,Men's Swiss Heritage Gold-Tone Stainless Steel Bracelet Watch 40mm 3650013
"Movement: Swiss three-hand quartz,Case: round; 42mm,Strap: black ion-plated stainless steel bracelet; approx. width: 22mm,Closure: push-button deployment,Dial: black chronograph,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $48.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10353347",Another masterwork of timepiece innovation from Movado's Bold Evolution collection. Style #3600684,$895.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-bold-evolution-black-ion-plated-steel-bracelet-watch-42mm?ID=10353347&CategoryID=65993&isDlp=true,Men's Swiss Chronograph Bold Evolution Black Ion-Plated Steel Bracelet Watch 42mm
"Movement: Swiss quartz,Case: round; 28mm,Strap: pale rose gold-tone stainless steel bangle bracelet,Closure: jewelry clasp,Dial: mother-of-pearl Museum with crystal dot,Water resistance: to 30 meters,Warranty: 2-year limited,Think Pink. Shop Movado.  The Movado Group Foundation will donate $50 from each pink gold-toned Movado Bold® watch purchased in October to benefit the Breast Cancer Research Foundation®.,Note: Mother-of-Pearl dials may vary in color as each piece is uniquely made and  one of a kind,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10094704",A seamless bangle of carnation gold-tone is augmented with pink mother-of-pearl and a brilliant crystal dot for Movado's impeccable dress watch from the BOLD collection. Style #3600628,$495.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-rose-gold-tone-stainless-steel-bangle-bracelet-watch-28mm?ID=10094704&CategoryID=65993&isDlp=true,Women's Swiss BOLD Rose Gold-Tone Stainless Steel Bangle Bracelet Watch 28mm
"Movement: Swiss quartz,Case: round stainless steel and pink ceramic; 31mm,Strap: pink ceramic bracelet; approx. width: 15mm,Closure: push-button deployment,Dial: crystal dot marker,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093878",Blushing ceramics bring a romantic finish to Movado's luxurious Bold collection timepiece. Style #3600615,$550.00,100%,2,"Pretty pale pink, Pretty pale pink,.
I always watch in the white ceramic and I enjoyed it so much that I wanted the softer look of the pale pink. My only problem is, how do I get the bracelet size adjusted when there’s nobody in the stores? [This review was collected as part of a promotion.],Nice watch, Just received the watch, nice material and nice color [This review was collected as part of a promotion.]",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-pink-ceramic-bracelet-watch-31mm?ID=10093878&CategoryID=65993&isDlp=true,Women's Swiss Bold Pink Ceramic Bracelet Watch 31mm
"Movement: Swiss three-hand quartz,Case: round gray ion-plated steel; 42mm,Strap: brown leather; approx. length: 21mm,Closure: tongue buckle,Dial: white chronograph with date window,Water resistance: to 30 meters,Warranty: 2-year limited,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10094707",Carry luxury with you every day with this handsome brown leather chronograph timepiece from Movado's Bold collection. Style #3600631,$650.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-bold-brown-leather-strap-watch-42mm?ID=10094707&CategoryID=65993&isDlp=true,Men's Swiss Chronograph Bold Brown Leather Strap Watch 42mm
"Movement: Swiss three-hand quartz chronograph,Case: round black & gray PVD stainless steel; 43mm,Strap: perforated black leather,Closure: buckle ,Dial: black Museum chronograph with date window,Water resistance: to 30 meters,Warranty: 2-year limited,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to Alaska, American Samoa, Guam, Hawaii, Marshall Islands, the Pacific Islands, Palau, Puerto Rico, U.S. Virgin Islands, P.O. boxes, or APOs,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10561008",Chronograph functions and contemporary styling augment the sleek black and gray dial of this race-inspired timepiece from Movado's Museum Sport collection. Style #607476,$995.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-museum-sport-black-leather-strap-watch-43mm?ID=10561008&CategoryID=23930&isDlp=true,Men's Swiss Chronograph Museum Sport Black Leather Strap Watch 43mm
"Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,In support of Breast Cancer Awareness month, Movado will be donating $50 for any pink gold-tone watch sold during the month of October. Proceeds will directly benefit the Breast Cancer Research Foundation.  ,Case: round; 28mm,Dial: silver-tone museum with diamond-accent indices,Movement: Swiss quartz,Physical Vapor Deposition (PVD) is a coating process used to promote density and help protect from everyday wear and tear. ,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Strap: rose gold-tone stainless steel bracelet with deployment clasp,Warranty: 2-year limited,Water resistance: to 30 meters,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Almost all gemstones have been treated to enhance their beauty and require special care.,Web ID: 5004911","Historically-inspired proportions and luxe details shape this dainty 1881 Quartz timepiece in rose gold-tone stainless steel, with a silver-tone dial featuring 11 diamond-accent indices and the iconic Movado dot in the 12 o'clock position. Style # 0607100","$1,595.00",None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-1881-quartz-diamond-accent-rose-gold-tone-pvd-stainless-steel-bracelet-watch-28mm?ID=5004911&CategoryID=65993&isDlp=true,Women's Swiss 1881 Quartz Diamond-Accent Rose Gold-Tone PVD Stainless Steel Bracelet Watch 28mm
"Movement: Swiss quartz,Case: round; 32mm,Strap: gold-tone stainless steel bracelet,Closure: push-button deployment,Dial: gold-tone Museum with pavé crystals,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10127629",Movado's entirely gold-tone BOLD timepiece is beautifully expressive with a glittering pavé center and fully indexed outer ring featuring the iconic Museum dot at 12 o'clock. Style #3600659,$695.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-gold-tone-stainless-steel-bracelet-watch-32mm?ID=10127629&CategoryID=65993&isDlp=true,Women's Swiss BOLD Gold-Tone Stainless Steel Bracelet Watch 32mm
"Movement: Swiss quartz,Case: round gold PVD-finished; 40mm,Strap: green leather,Closure: tongue buckle,Dial: green Museum® with flat dot marker,Water resistance: to 30 meters,Physical Vapor Deposition (PVD) is a coating process used to promote density and help protect from everyday wear and tear.,Warranty: 2-year limited,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to Alaska, American Samoa, Guam, Hawaii, Marshall Islands, the Pacific Islands, Palau, Puerto Rico, U.S. Virgin Islands, P.O. boxes, or APOs,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10389933","The Modern watch from Movado is a Swiss-made showcase in minimalism, boldness, and precision. Style #607260",$695.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-swiss-modern-green-leather-strap-watch-40mm?ID=10389933&CategoryID=65993&isDlp=true,Swiss Modern Green Leather Strap Watch 40mm
"Movement: Swiss quartz,Case: round blue ion-plated steel; 40mm,Strap: tan waxed canvas; approx. width: 21mm,Closure: tongue buckle,Dial: blue Museum® with flat dot marker,Water resistance: to 30 meters,Warranty: 2-year limited,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10494934",A contemporary design in durable waxed canvas and blue steel from Movado's Bold watch collection. Style #3600691,$495.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-bold-tan-waxed-canvas-strap-watch-40mm?ID=10494934&CategoryID=23930&isDlp=true,Men's Swiss Bold Tan Waxed Canvas Strap Watch 40mm
"Movement: Swiss quartz,Case: round; 34mm,Strap: light gold ion-plated stainless steel mesh bracelet; approx. width: 15mm,Closure: sliding buckle,Dial: Museum® with flat dot marker,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093893",Movado's Bold timepiece gleams with gold ion-plated steel that displays its Swiss-made ingenuity. Style #3600653,$550.00,100%,1,"Love it!!, My husband bought me this watch as a Christmas gift [This review was collected as part of a promotion.]",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-evolution-swiss-bold-light-gold-ion-plated-stainless-steel-mesh-bracelet-watch-34mm?ID=10093893&CategoryID=65993&isDlp=true,Women's Evolution Swiss Bold Light Gold Ion-Plated Stainless Steel Mesh Bracelet Watch 34mm
"Movement: Swiss quartz,Case: round; 38mm,Strap: black leather with buckle closure,Dial: black Museum,Water resistance: to 30 meters,Physical Vapor Deposition (PVD) is a coating process used to promote density and help protect from everyday wear and tear. ,Warranty: 2-year limited,In support of Breast Cancer Awareness month, Movado will be donating $50 for any pink gold-tone watch sold during the month of October. Proceeds will directly benefit the Breast Cancer Research Foundation.  ,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 10150524",Supple black leather lends luster to this brilliant rose gold-tone small-format Museum Classic watch from Swiss masters Movado. Style #0607276,$495.00,98%,17,"Great purchase, I got this beautiful timepiece for my sister as a Christmas gift. It’s truly stunning. There’s a reason this watch won awards when it came out. It’s timeless and the quality is there. The leather strap is very nice, the crystal is beautifully clear. It keeps time perfectly. Getting this with a twenty-five percent discount was just icing on the cake. Just buy it, you’ll be delighted also.,Very Chic, If you’re looking for a piece that’ll add the right touch to your guys outfit look no further. Whether he’s dressing up on something casual this Watch is stunning. I chose this over the Gucci (the Gucci looks very feminine) nice masculine watch but not too bulky,Beautiful Timepiece, I purchased this watch as a gift for my husband. He isn't into over the top or flashy so this was the perfect choice. It has a beautiful classic look with a nice leather band. Very clean looking with just a pop of gold. He LOVES it! For someone that is hard to shop for, this made my day!,My wife loves it., It was the perfect gift for our 43 anniversary. The watch was an aesy choice at a good price.,The best watch for me, I love it, It's super awesome! I can wear it all day without getting annoy by it. It is very lightweight so I can't hardly feel its weight on my wrist.,SO CLASSY!, I just bought this watch and it feels so good! Looks amazing and gurl i got so many compliments on it! Trust me less is more with this watch!!!! Perfect size not too bulky and super comfortable! GLAM LIFE!,BEST WATCH EVER, MY LAST PREMIUM WATCH WAS A GUCCI AND IT IS STILL BEAUTIFL AND WORKING. THIS IS SUPER SIMPLE AND SO SO CLASSY. I WOULD NOT HESITATE TO BUY AGAIN. BELIEVE IT WOULD BE BEST FOR A MATURE WOMEN OR A CAREER LADY. NOT APPROPRIATE FOR A TEENAGER.,Beautiful watch, What a stunning watch this is. It is a very classic looking watch. One that never goes out of style. The face is simple, elegant yet makes a bold statement.
The band is beautiful as well. I wish they made this same watch in a ladies.... I almost kept it for myself instead of giving it as a gift.,I got this Movado watch as a Christmas gift for my husband. As soon as he opened the box his face got light up when he saw this amazing watch. He loves that is very light weight and that he can wear it for so many ocassions. Thank you Macy’s for making my Christmas Day extra special!,The timepiece is lightweight, classic and looks exactly as pictured. Due to the cognac band and black watchface it could go with just about everything! The quality is absolutely amazing! In classic Movado form this doesn't have number dials but while looking at it you can imagine the dials on there and still be able to tell time or simply wear it as a fashion piece. I love this timepiece and the Movado brand!,Perfect watch, boyfriend loves it! It is simple and elegant. It can be worn as an everyday watch to work, date night or with a suit. Nice color contrast between black and cognac. The bands fits comfortable.
*Ladies, this will be the perfect gift for your man!!!,I like the Classic Movado look, good quality, nice color scheme, and it's quiet. I also like that the second band catch is sewn onto the band. I don't like that the leather is stiff upon intial break in period, holes in the band seem either too tight or too loose, and the leather band itself doesn't feel comfortable.
Overall a decent watch if you have a smaller wrist.,My husband absolutely loved this watch. Classic, yet trend, with a bomb craftsmanship to match. Looking for quality and style? This is it!,This Movado Museum watch will make an excellent gift for any man in your life. It is a classic but luxury watch that can be worn very well in casual business attire.
Although this is a men's watch, I dare say that it can be used by men and women alike because it is not huge.
The diameter of the watch is 40mm. The face is black and so is the pvd-finished stainless steel case. The hands and dot on the watch are a dark silver which compliment the black elegantly.
The straps are a beautiful cognac brown and are labeled as genuine leather. The buckles are a dark silver that matches the hands and dot of the watch. Overall the colors compliment eachother nicely.
The width of the strap is 5/8ths of an inch and the length altogether is 9 1/8th inches. With this in mind this watch will barely fit a man who is heavier or has thick arms. For example, my S/O wears a 3x and this barely fits, it is snug so definitely this wont accommodate larger folks.
Overall the watch is of an impeccable design, it is classic luxury and is very comfortable, not at all itchy or rough. The only concerns are that the sizing isn't all inclusive for bigger men, any accidental scratches on the face of the watch will be very noticeable and if you are not excellent at reading a watch or familiar with where the hours and minutes are on a watch, you risk not being able to read this watch because there are literally zero indications of where the numbers go.,I do recommend this watch, it is a stunning classic piece that any man would look great in!,This watch is an absolute beauty. It has a simple, classic Movado design and is quite lightweight. The length of the band does run a little small so it’s better for smaller wrists than wider wrists. It can pass as a more contemporary look.,The watch is very elegant. This Movado watch looks good dressed up or with a casual outfit. It has the perfect color coordination. The only complaint I have is the band. I would recommend a clamp band instead of a buckle band. This is driven by the fact that Movado is a luxury watch. But overall I love this watch and will keep it for years.,Everyone deserves a little luxe in their life and the Movado Men’s Swiss Museum Watch definitely fits the bill. The beautiful, black mirrored face goes with everything and the band is a high quality, supple leather that rests beautifully and comfortably against your wrist. I sometimes prefer wearing a man’s watch and this one is perfect without looking too large and over the top. Highly recommend this watch as the perfect, classic accessory to up-level any outfit for guys or all the on-trend ladies out there!",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-swiss-museum-classic-collection-leather-strap-watches?ID=6273057&CategoryID=65993&isDlp=true,Men's Swiss Museum Classic Black Leather Strap Watch 40mm
"Movement: Swiss quartz,Case: tonneau; 40mm,Strap: black PVD stainless steel with deployment clasp,Dial: black Museum,Water resistance: to 30 meters,Physical Vapor Deposition (PVD) is a coating process used to promote density and help protect from everyday wear and tear. ,Warranty: 2-year limited,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 6823927",A shapely tonneau case flows into a wide single link bracelet for Movado's magnificient black stainless steel Eliro timepiece. Style #0607187,"Now $1,695.75",None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-eliro-black-pvd-stainless-steel-bracelet-watch-40mm?ID=6823927&CategoryID=65993&isDlp=true,Men's Swiss Eliro Black PVD Stainless Steel Bracelet Watch 40mm
"Stainless steel bracelet with chevron-shaped links; push-button deployant clasp,Round stainless steel case, 28mm,Slver-toned bi-level dial with matching dot, 11 diamond-accent markers, and two hands ,Swiss quartz movement,Water resistant to 30 meters,Two-year limited warranty,Macy's accepts returns of unused fine watches for exchange or refund within 60 days of purchase.,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Almost all gemstones have been treated to enhance their beauty and require special care.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 4464245","Specially detailed with 11 genuine diamonds, the 1881 Quartz timepiece by Movado is a beautiful example of exceptional Swiss artistry.","$1,295.00",None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-diamond-accent-1881-quartz-stainless-steel-bracelet-watch-28mm?ID=4464245&CategoryID=65993&isDlp=true,Women's Swiss Diamond-Accent 1881 Quartz Stainless Steel Bracelet Watch 28mm
"Movement: Swiss three-hand quartz,Case: round rose gold-tone stainless steel; 36mm,Strap: white leather with buckle closure,Dial: mother-of-pearl multifunction with luminescent markers & day, date & moon-phase subdials,Water resistance: to 30 meters,Warranty: 2-year limited,In support of Breast Cancer Awareness month, Movado will be donating $50 for any pink gold-tone watch sold during the month of October. Proceeds will directly benefit the Breast Cancer Research Foundation.  ,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 6812647",Movado draws from their long legacy of Swiss watchcraft for the very fine Heritage Series Celestograf Moonphase. A gorgeous moon dial anchors this historically-informed multifunction timepiece of mother-of-pearl and rose gold-tone stainless steel. Style #3650073,Now $590.75,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-heritage-series-celestograf-moonphase-white-leather-strap-watch-36mm?ID=6812647&CategoryID=65993&isDlp=true,Women's Swiss Heritage Series Celestograf Moonphase White Leather Strap Watch 36mm
"Movement: Swiss three-hand quartz,Case: round; 39mm,Strap: rose gold-tone stainless steel bracelet with deployment clasp,Dial: white with luminescent hands & date window,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy’s stores—just show us your Macy’s Proof-of-Purchase .,Don’t have your proof-of-purchase? Then pay just $15,In support of Breast Cancer Awareness month, Movado will be donating $50 for any pink gold-tone watch sold during the month of October. Proceeds will directly benefit the Breast Cancer Research Foundation.  ,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 6449865",Classic Swiss style takes on a modern glow with this rose gold-tone stainless steel watch from Movado's Heritage Series Datron collection. Style #3650058,Now $760.75,100%,1,"Really like it, Looks great. Solid feel. Really like the watch face.",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-heritage-series-datron-rose-gold-tone-stainless-steel-bracelet-watch-39mm?ID=6449865&CategoryID=65993&isDlp=true,Men's Swiss Heritage Series Datron Rose Gold-Tone Stainless Steel Bracelet Watch 39mm
"Movement: Swiss quartz,Case: round with a diamond (1/4 ct. t.w.) topring; 28mm,Strap: stainless steel mesh bracelet with deployment clasp,Dial: mother-of-pearl,Water resistance: to 30 meters,Warranty: 2-year limited,Note: Mother-of-Pearl dials may vary in color as each piece is uniquely made and  one of a kind,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Almost all gemstones have been treated to enhance their beauty and require special care.,All gemstone carat weights (ct. t.w.), if mentioned, are approximate; variance may be .05 carat,Web ID: 6823940","Pale and lustrous in stainless steel and mother-of-pearl, this prized Museum Classic watch from Movado is crowned with a gorgeous diamond-set topring. Style #0607306","$1,795.00",93%,3,"The most exquisite watch ever!, I am in love with the Movado Women’s Swiss Museum Classic Diamond Watch with Stainless Steel Mesh Bracelet! It is simple, beautiful, and elegant. The round face is classic, the stainless steel mesh bracelet is contemporary, and the mother-of-pearl and diamonds are sheer elegance. The watch is very lightweight and comfortable to wear. The mesh band is not too wide, so it does not overwhelm a small wrist. The band is adjustable without removing any pieces. I had the watch adjusted the first time at the jewelry counter, but after that I was able to adjust it myself. This is truly my favorite watch of all time.,Happy Woman, This watch is gorgeous. I have a very small wrist and I adjusted the wristband by myself. Did not have to ask anyone to help me that's how easy it was. I wouldn't wear it everyday just because I wouldn't want the face to get scratches.
Definitely will only wear it for special occasions, not an everyday watch.,Great watch, I love this watch! I can wear it everyday or in the evening. It is adds to any outfit. The only issue is having a very small wrist i needed to adjust it and could not figure out had to do it so brought to a shop.",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-museum-classic-diamond-1-4-ct.-t.w.-stainless-steel-mesh-bracelet-watch-28mm?ID=6823940&CategoryID=65993&isDlp=true,Women's Swiss Museum Classic Diamond (1/4 ct. t.w.) Stainless Steel Mesh Bracelet Watch 28mm
"Movement: Swiss quartz,Case: round; 28mm,Strap: stainless steel bracelet with deployment clasp,Dial: silver-tone Museum,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy’s stores—just show us your Macy’s Proof-of-Purchase .,Don’t have your proof-of-purchase? Then pay just $15,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 6190562","Seductive in its simplicity, this highly-polished stainless steel Sapphire bracelet watch by Movado unites the classic Museum dial with a lobed single-link bracelet. Style #0607213",$795.00,100%,1,"Just Stunning!!!, I bought this beautiful Movado for my wife over the Holiday Season. I was torn between 2 Movodos that I was eyeing up at Macys.com . I ruined the surprise and told my wife what I was buying her so we decided to go to Macy%u2019s and see them in person. As soon as we laid eyes on this watch with it mirrored face and famous Movado crystal at the 12 o%u2019clock spot, we were sold. She wears it often and receives compliments every time.",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-sapphire-stainless-steel-bracelet-watch-28mm?ID=6190562&CategoryID=65993&isDlp=true,Women's Swiss Sapphire Stainless Steel Bracelet Watch 28mm
"Movement: Swiss three-hand quartze,Case: round; 43mm,Strap: gunmetal ion-plated stainless steel bracelet; approx. length: 21mm,Closure: push-button deployment,Dial: black with date window,Water resistance: to 50 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093903",Gunmetal-gray color covers this outstanding Heritage Series Calendoplan watch from Movado. Style #3650095,$950.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-heritage-series-calendoplan-gunmetal-ion-plated-stainless-steel-bracelet-watch-43mm?ID=10093903&CategoryID=65993&isDlp=true,Men's Swiss Heritage Series Calendoplan Gunmetal Ion-Plated Stainless Steel Bracelet Watch 43mm
"Movement: Swiss quartz,Case: round; 32mm; gold-tone bezel,Strap: stainless steel bracelet; approx. length: 15mm,Closure: push-button deployment,Dial: pavé crystals,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $48.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau, or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10127681",A classic steel timepieces gains a sophisticated touch with the addition of pavé crystals and golden color. From Movado's Bold collection. Style #3600660,$650.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-stainless-steel-bracelet-watch-32mm?ID=10127681&CategoryID=65993&isDlp=true,Women's Swiss Bold Stainless Steel Bracelet Watch 32mm
