watch_model,model_number,color,in_stock,price,description,bullet_details,review_count,rating,review_text,url
"Museum Diamond Mesh Strap Watch, 40mm",5613741,Silver/ Black/ Silver,Yes,$746.25,"A black dial brightened by an iconic museum dot is highlighted by 11 diamond markers on this elegant, modern watch.","40mm case
Safety clasp closure
Swiss quartz movement
Total diamond weight: 0.04ct
Sapphire crystal face
Stainless steel/diamond
Swiss made
Diamond Guide
Item #6061491",0,NA,[],https://shop.nordstrom.com/s/movado-museum-diamond-mesh-strap-watch-40mm/5613741?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver%2F%20black%2F%20silver
"Bold Fusion Silicone Strap Watch, 42mm",5678560,Black,Yes,$416.50,"Simple and streamlined, the iconic Museum dot sits front and center on the minimal face of this everlasting timepiece you'll love wearing.","42mm case; 20mm band width
Buckle closure
Swiss quartz movement
Date window
Mineral crystal face
Ion plate/stainless steel/silicone
Imported
Item #5911888_1",1,5,"['Perfect Gift\nI purchased this as a Christmas gift for my beau. He loves watches and said this is one of his favorites out of his collection. Can be dressed up or down.\nbmoreboo Sweepstakes entry\nJan 5, 2020']",https://shop.nordstrom.com/s/movado-bold-fusion-silicone-strap-watch-42mm/5678560?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=black%2F%20silver
"Bold Fusion Silicone Strap Watch, 42mm",5678560,Black/ Gold,Yes,$416.50,"Simple and streamlined, the iconic Museum dot sits front and center on the minimal face of this everlasting timepiece you'll love wearing.","42mm case; 20mm band width
Buckle closure
Swiss quartz movement
Date window
Mineral crystal face
Ion plate/stainless steel/silicone
Imported
Item #5911888_1",1,5,"['Perfect Gift\nI purchased this as a Christmas gift for my beau. He loves watches and said this is one of his favorites out of his collection. Can be dressed up or down.\nbmoreboo Sweepstakes entry\nJan 5, 2020']",https://shop.nordstrom.com/s/movado-bold-fusion-silicone-strap-watch-42mm/5678560?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=black%2F%20silver
"Bold Fusion Silicone Strap Watch, 42mm",5678560,Black/ Silver,Yes,$416.50,"Simple and streamlined, the iconic Museum dot sits front and center on the minimal face of this everlasting timepiece you'll love wearing.","42mm case; 20mm band width
Buckle closure
Swiss quartz movement
Date window
Mineral crystal face
Ion plate/stainless steel/silicone
Imported
Item #5911888_1",1,5,"['Perfect Gift\nI purchased this as a Christmas gift for my beau. He loves watches and said this is one of his favorites out of his collection. Can be dressed up or down.\nbmoreboo Sweepstakes entry\nJan 5, 2020']",https://shop.nordstrom.com/s/movado-bold-fusion-silicone-strap-watch-42mm/5678560?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=black%2F%20silver
"Sapphire Bracelet Watch, 39mm",4832729,Silver,Yes,"$1,326.50","A more futuristic interpretation of Movado's classic Museum watch, the Sapphire collection boasts a refined Museum dot at 12 o'clock. The sleek dial displays Swiss-quartz-powered two-hand time, all protected by a scratch-resistant sapphire crystal face.","39mm case
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store.
Deployant clasp closure
Swiss quartz movement
Sapphire crystal face
Stainless steel
Swiss made
Item #5527615",0,NA,[],https://shop.nordstrom.com/s/movado-sapphire-bracelet-watch-39mm/4832729?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver
"Bold Sport Bracelet Watch, 39mm",4776703,Gold,Yes,"$1,396.50","A radiant signature Museum dot marks 12 o'clock at the sunray dial on an ion-plated watch that's perfectly suited for a sporty sense of style with its brushed numeral tachymeter, luminous details and sturdy silicone strap.","39mm case
Buckle closure
Three-hand Swiss quartz movement
K1 mineral crystal face
Stainless steel with ion plate/silicone
Imported
Item #5482770",0,NA,[],https://shop.nordstrom.com/s/movado-bold-sport-bracelet-watch-39mm/4776703?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold
"Esperanza Bangle Watch, 25mm",5577745,Silver/ Black/ Gold,Yes,$486.50,The Museum dot radiates at 12 o'clock on this striking yet minimalist Swiss watch with a gleaming polished bezel and slender cutout bangle.,"25mm case; 7.5mm band width
Fold-over jewelry clasp closure
Quartz movement
Sapphire crystal face
Stainless steel with goldtone plate
Swiss made
Item #6037789",0,NA,[],https://shop.nordstrom.com/s/movado-esperanza-bangle-watch-25mm/5577745?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver%2F%20black%2F%20gold
"Bold Evolution Bracelet Watch, 36mm",5577744,Blush/ Silver,Yes,$650.00,"A sunray dial unfettered by hour markers, except for the iconic museum dot, is highlighted by an ion-plated stainless steel bezel on this modern watch.","36mm case; 16mm band width
Adjustable bracelet; links can be removed at your local Nordstrom. Find a store
Deployant clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel/ceramic
Imported
Item #6037781",0,NA,[],https://shop.nordstrom.com/s/movado-bold-evolution-bracelet-watch-36mm/5577744?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=blush%2F%20silver
"Bold Evolution Bracelet Watch, 36mm",5577744,White/ Gold,Yes,$650.00,"A sunray dial unfettered by hour markers, except for the iconic museum dot, is highlighted by an ion-plated stainless steel bezel on this modern watch.","36mm case; 16mm band width
Adjustable bracelet; links can be removed at your local Nordstrom. Find a store
Deployant clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel/ceramic
Imported
Item #6037781",0,NA,[],https://shop.nordstrom.com/s/movado-bold-evolution-bracelet-watch-36mm/5577744?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=blush%2F%20silver
"Bold Mesh Bracelet Watch, 42mm",5247103,Gunmetal,Yes,$476.00,"Simple and streamlined, the iconic Museum dot sits front and center on the indexless face of this everlasting timepiece you'll love wearing.","42mm case
Push-button deployant clasp closure
Two-hand quartz movement
K1 mineral crystal face
Stainless steel with gunmetal ionic plate
Imported
Item #5825154",0,NA,[],https://shop.nordstrom.com/s/movado-bold-mesh-bracelet-watch-42mm/5247103?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gunmetal
"Leather Strap Watch, 42mm",4944918,Black/ Rose Gold,Yes,$795.00,"A Museum dot at 12 o'clock adds a defining touch to this sophisticated three-hand watch, while a rich leather strap provides a fitting finishing touch.","42mm case
Buckle closure
Swiss quartz movement
Sapphire crystal face
Stainless steel or stainless steel with gold PVD/leather
Swiss made
Item #5612273",0,NA,[],https://shop.nordstrom.com/s/movado-leather-strap-watch-42mm/4944918?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=black%2F%20rose%20gold
"Bold Mesh Strap Watch, 34mm",5439467,Rose Gold,Yes,$412.50,A radiating sunray dial unfettered by hour markers except for the iconic Museum dot catches the eye from this contemporary Swiss-powered watch with a mesh band.,"34mm case; 15mm band width
Safety clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel/glass or stainless steel with ionic plate
Imported
Item #5923960_2",2,4,"['Lovely timepiece...but\nIt’s a lovely watch, I received it as a gift. Did not think it substantial enough to match the price. Very light weight. For me, it was pretty underwhelming.\nMarieJosephine Sweepstakes entry\nDec 30, 2019', ""A must-have watch!\nThis watch is so gorgeous, elegant, and timeless - LOVE IT. I bought myself the Rose Gold watch and it's become my favorite watch. Not only do I love it, but I also receive tons of compliments on the watch too.\njncova Sweepstakes entry\nNov 15, 2019""]",https://shop.nordstrom.com/s/movado-bold-mesh-strap-watch-34mm/5439467?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=rose%20gold
"Bold Mesh Strap Watch, 34mm",5439467,Silver,Yes,$416.50,A radiating sunray dial unfettered by hour markers except for the iconic Museum dot catches the eye from this contemporary Swiss-powered watch with a mesh band.,"34mm case; 15mm band width
Safety clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel/glass or stainless steel with ionic plate
Imported
Item #5923960_2",2,4,"['Lovely timepiece...but\nIt’s a lovely watch, I received it as a gift. Did not think it substantial enough to match the price. Very light weight. For me, it was pretty underwhelming.\nMarieJosephine Sweepstakes entry\nDec 30, 2019', ""A must-have watch!\nThis watch is so gorgeous, elegant, and timeless - LOVE IT. I bought myself the Rose Gold watch and it's become my favorite watch. Not only do I love it, but I also receive tons of compliments on the watch too.\njncova Sweepstakes entry\nNov 15, 2019""]",https://shop.nordstrom.com/s/movado-bold-mesh-strap-watch-34mm/5439467?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=rose%20gold
"Bold Chronograph Mesh Strap Watch, 42mm",5412752,Gunmetal,Yes,$550.00,"Offering sophisticated functionality, this timepiece boasts an accurate Swiss movement, clean chronograph sunray dial and iconic Museum dot.","42mm case; 21mm band width
Safety clasp closure
Swiss quartz movement
Date window
Day, 60-minute and 30-minute subdials
Mineral crystal face
Stainless steel with ionic plate
Imported
Item #5923948_1",2,5,"[""Beautiful watch\nBought this as a gift for my boyfriend for our anniversary and he absolutely loved it. From the sleek look to the beautiful color, the pictures don't do it much justice. He loves his watches and this one of his favorites.\nJennLeg Sweepstakes entry\nOct 14, 2019"", 'Pretty. Pretty\nOooh. Love it luv it luv it. It is soo nice it looks rich\nBreuklin Sweepstakes entry\nSept 23, 2019']",https://shop.nordstrom.com/s/movado-bold-chronograph-mesh-strap-watch-42mm/5412752?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gunmetal
"Bold Leather Strap Watch, 40mm",4944900,Cognac/ Grey,Yes,$495.00,"A signature Museum dot at 12 o'clock accents the radiant sunray dial of an elegantly understated timepiece. A textured, topstitched leather strap completes the modern design.","40mm case; 21mm band width
Buckle closure
Swiss quartz movement
K-1 mineral crystal face
Stainless steel/ionic plate/leather
Imported
Item #5612268",3,3.3,"[""BUY BUY BUY!\nBought this for my boyfriend as a birthday present. Both his dad and grandfather had a Movado watch and he has always wanted one as well. He was so surprised and LOVED it!! The watch is beautiful and the photos don't do it justice. I would highly recommend!\njboy12 Sweepstakes entry\nFeb 25, 2020"", 'Useless warranty\nMy wife purchased this watch from this site. After 12 months I looked at the watch to discover that the glass was missing. It’s a two year warranty so I sent it Into a Movado repair center. They denied the claim and argued that the watch had had an impact, which it hadn’t. They offered to repair at $300. I declined. I’ve owned a lot of watches and never had one fall apart. Do not buy.\nJonathanMG Sweepstakes entry\nOct 9, 2019', 'Beautiful Watch\nThis is a beautiful watch however, I have a very small wrist. It seems if about an inch was taken off of the band it would fit perfect. I will be contacting Movado before I may have to return it. Really would love to keep!\nGirlAli Sweepstakes entry\nJuly 29, 2018']",https://shop.nordstrom.com/s/movado-bold-leather-strap-watch-40mm/4944900?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=cognac%2F%20grey
"Bold Pavé Bracelet Watch, 32mm",5679046,Silver,Yes,$446.25,A radiating Museum dot brings the prestige while a pavé dial heightens the glamour of this elegant bracelet watch powered by fine Swiss movement.,"32mm case; 15mm band width
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store
Butterfly clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel or stainless steel with ionic plate
Imported
Item #5923963_1",1,5,"[""Girls Love Watches Too\nThis watch is beautiful in person. It's the perfect size, feminine and classy.\nMy14sizeFeet Sweepstakes entry\nNov 19, 2019""]",https://shop.nordstrom.com/s/movado-bold-pave-bracelet-watch-32mm/5679046?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver
"Bold Connect 2.0 Glitz Mesh Band Smart Watch, 40mm",5402240,Carnation Gold,Yes,$522.00,"Glistening pavé hands and an iconic 12-o'clock Museum dot bring glamour to this stunning smart watch that joins luxury watchmaking and modern technology. Useful in so many ways besides just telling the time, it also receives messages, plays music and syncs up with Google™ for more perks like enhanced activity tracking, quick payments and more. Chemically strengthened Gorilla Glass protects the touchscreen face that comes with many display options for customization.","40mm case; 20mm band width
Safety clasp closure
Smart Module movement
Phone calls, appointments, emails, apps, music, text and social-media messaging function
Equipped with Google Fit, Google Pay and Google Assistant
Accelerometer, altimeter, ambient light, gyroscope, heart rate, microphone, NFC, untethered GPS sensors
8GB storage; 1GB memory
Compatible with Android 6.0+ (excluding Go edition) or iOS 10.0+
Programmable pushers
Gorilla Glass face
Includes charging cable
Stainless steel with ionic plate
Imported
Item #5924048",0,NA,[],https://shop.nordstrom.com/s/movado-bold-connect-2-0-glitz-mesh-band-smart-watch-40mm/5402240?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=carnation%20gold
